재료,d2024,d2022,상관
exp103_base,-1.0877992483004917,-1.8639487362137608,0.9755886249831539
exp10_domain_temporal_te,-1.1043617863470967,-0.9973672543295287,0.9610456606202833
exp25_failure_decomp_2024,-1.105857243874353,,0.9320247118184017
exp11_decay_1.20,-1.1064076378464183,-1.2492250910628444,0.9655772727411812
exp10_domain_scatter,-1.1113907821824753,-1.4554030035029974,0.9679976362511814
exp11_decay_1.15,-1.1318384055408748,-2.296095123238695,0.9651940567909153
exp80_base_avg3,-1.1690182400658777,-1.7107843251290555,0.972793584903229
exp90_lure_avg3,-1.1779074337220363,-1.8332521375952204,0.9757747432580888
exp08_tm_role,-1.1819220904235594,-1.4475262223118124,0.9662189051343442
exp103_sd,-1.210415973534884,-2.7006505485510646,0.9601457980674141
exp09_tm_league_combined,-1.210972064535909,-0.6347750394763985,0.9545337389539692
exp76_hgb_s7,-1.2813979886255877,-1.6100314619682532,0.9673143977610955
exp08_tm_pitch_stds,-1.285277896198589,-1.1081127510387256,0.9662457470078317
exp23_seoyeon_lgbm,-1.309575353580783,-1.0613256352931533,0.9757053581699785
exp11_decay_1.30,-1.3179464509793792,-2.200570323998563,0.963315484677623
exp11_decay_1.05,-1.3376146832083657,-1.57461492382438,0.9680444162818503
exp76_hgb_s2024,-1.3496166787280162,-2.026075829486551,0.9685366921851278
exp04_hgb_domain,-1.357959624520566,-1.6613116320535193,0.9685279704186113
exp05_catboost_domain,-1.3866712393922898,-0.78384023367295,0.94262053807639
exp81_hf_league_role,-1.3891166395135768,-1.389658305378516,0.9679320012915505
exp81_hf_cat_time,-1.4494225537786676,-1.3089057666559878,0.9537332796260377
exp78_cat300_s7,-1.514513318232047,-0.8515599268593688,0.9462296599888516
exp61_base,-1.5688705848920792,-1.721238629398547,0.9685521490465707
exp52_mc4_2024,-1.5860979864279479,,0.8726553679123277
exp11_decay_1.10,-1.6290448707212413,-1.9350431662595868,0.967151604837099
exp09_tm_league_pitch_means,-1.690301117754367,-0.6799890088726723,0.9552280657722866
exp106_core12,-1.7036775812523386,-1.7803202896626846,0.9228802207542237
exp83_xgb_hf,-1.713112011744733,-3.1096696961163683,0.9357447791492504
exp03_hgb_raw,-1.7731686435679128,-1.6937594979810067,0.9557644623734236
exp79_cattime600,-1.786838883108266,-1.8434757178664718,0.9153247860641495
exp60_recent3,-1.7993492245543807,-1.6613116320535193,0.9637964771829785
exp78_cattime300_s7,-1.8405106924024306,-1.6660988654326747,0.9479230242410515
exp37_nn_seedavg,-1.8659698667877755,-1.1030950264612205,0.9621895623097355
exp79_cat600,-1.8889609267352947,-0.18765242550955463,0.9183411874353784
exp36_nn,-1.9080905041823915,-2.23645744225065,0.9248518563958071
exp62_L1,-2.1034337176678575,-2.5751688196212763,0.9430448269249752
exp99_multitask,-2.213287178526313,,0.8846950360832039
exp81_hf_cat_domain,-2.2914030851278744,-1.3589619388632013,0.948897032116712
exp35_nn_2024,-2.324341705245425,,0.7665745325994691
exp05_catboost_raw,-2.371231905348714,-1.3491760070510894,0.9283407443038998
exp62_L2,-2.5707977909655844,-3.6967729418690976,0.8935730996998871
exp106_core24,-2.7484614411349417,-2.1599799201521552,0.9472603041055973
exp06_lightgbm_domain,-3.0010636103083854,-1.5943365913290153,0.867272673313723
exp60_recent2,-3.2515194028914784,-1.545382112438931,0.9601279583393931
exp39_nn_noasof_2024,-3.620764855402636,,0.6517421558812673
exp06_lightgbm_raw,-3.8934486325831186,-1.7862025553594396,0.8567759227113062
